用户码,日期,客户端,性别
438598,10/19/2020,手机,男
289003,1/19/2021,电脑,女
397541,1/12/2021,电脑,女
309689,11/12/2020,手机,女
272571,11/26/2020,手机,男
325507,1/28/2021,电脑,女
223816,12/8/2020,手机,男
329714,11/20/2020,手机,女
359223,10/13/2020,电脑,男
256697,11/3/2020,手机,男
404174,10/24/2020,电脑,女
264778,12/29/2020,手机,男
368378,1/26/2021,手机,女
255984,12/3/2020,手机,女
492189,11/22/2020,电脑,女
464603,1/2/2021,手机,男
437933,10/25/2020,电脑,男
404355,1/1/2021,电脑,男
467113,10/30/2020,手机,男
406963,11/8/2020,电脑,女
413346,11/1/2020,电脑,女
251830,11/22/2020,电脑,女
386410,10/4/2020,电脑,女
204481,1/5/2021,电脑,女
247357,10/27/2020,电脑,女
356606,10/9/2020,电脑,男
392127,11/25/2020,电脑,男
249229,11/25/2020,电脑,男
238413,11/21/2020,电脑,男
278506,12/18/2020,电脑,女
316933,12/31/2020,手机,女
395848,11/20/2020,手机,男
205675,11/26/2020,手机,男
212807,1/23/2021,电脑,男
221730,1/25/2021,电脑,男
398369,11/28/2020,手机,女
217136,12/15/2020,电脑,男
285740,12/30/2020,电脑,女
245499,11/1/2020,电脑,女
335529,1/8/2021,电脑,女
395939,1/3/2021,电脑,女
314762,12/1/2020,电脑,男
262651,10/5/2020,电脑,男
338888,1/18/2021,手机,男
465934,10/12/2020,电脑,女
452253,11/28/2020,电脑,女
354354,1/22/2021,手机,女
409675,12/28/2020,电脑,男
485236,10/13/2020,电脑,女
478198,10/25/2020,手机,女
364666,11/17/2020,电脑,男
441732,1/22/2021,手机,男
233871,12/7/2020,电脑,女
203873,12/18/2020,手机,女
461173,10/6/2020,电脑,男
341124,10/15/2020,手机,女
355036,11/30/2020,电脑,男
222834,12/25/2020,电脑,男
228055,12/29/2020,电脑,女
397811,10/9/2020,手机,女
484782,11/14/2020,电脑,男
347188,11/2/2020,电脑,女
267346,10/27/2020,电脑,男
265915,11/16/2020,电脑,女
482145,12/13/2020,电脑,女
272236,1/26/2021,手机,男
449701,12/1/2020,电脑,女
310331,12/6/2020,电脑,男
488023,10/15/2020,电脑,男
429821,12/27/2020,手机,男
201096,11/20/2020,电脑,女
312017,10/23/2020,手机,男
326370,11/22/2020,手机,男
287559,1/15/2021,电脑,女
242407,12/27/2020,电脑,男
347913,11/2/2020,电脑,女
254100,1/21/2021,电脑,女
386541,12/8/2020,电脑,女
201171,1/12/2021,手机,女
306209,11/15/2020,手机,男
393977,12/16/2020,电脑,女
204074,1/16/2021,电脑,女
460425,12/26/2020,电脑,女
290602,10/10/2020,电脑,女
372603,11/28/2020,电脑,男
277947,12/16/2020,手机,女
496205,10/7/2020,电脑,女
355732,11/23/2020,手机,女
394790,11/23/2020,手机,男
202644,11/17/2020,电脑,男
459636,1/24/2021,电脑,女
435132,10/17/2020,手机,女
403492,1/22/2021,电脑,女
312795,10/10/2020,电脑,男
261362,12/4/2020,电脑,女
326969,1/20/2021,电脑,男
382591,10/22/2020,电脑,女
401554,11/7/2020,电脑,女
485929,10/21/2020,电脑,女
210416,11/17/2020,电脑,女
487059,11/4/2020,电脑,男
227902,11/11/2020,电脑,女
369854,12/15/2020,手机,男
218638,10/5/2020,电脑,女
494777,10/27/2020,电脑,男
289470,12/18/2020,手机,女
374750,10/24/2020,手机,男
406540,12/7/2020,手机,男
384972,10/12/2020,手机,女
496502,11/18/2020,电脑,女
496651,11/14/2020,手机,男
403636,11/2/2020,手机,女
498119,12/3/2020,手机,女
339015,1/10/2021,手机,女
344175,1/7/2021,手机,男
323518,10/11/2020,电脑,女
308637,12/22/2020,电脑,女
223272,1/20/2021,手机,女
286198,10/6/2020,电脑,女
333386,12/24/2020,电脑,女
380559,12/9/2020,电脑,男
419215,10/20/2020,电脑,女
343014,11/16/2020,手机,男
224755,10/1/2020,手机,女
309738,10/19/2020,手机,女
302639,10/29/2020,电脑,女
419718,12/18/2020,手机,男
477433,12/15/2020,手机,女
249113,12/13/2020,电脑,女
208071,1/25/2021,电脑,女
375153,10/21/2020,手机,男
326382,11/12/2020,电脑,女
497934,10/8/2020,电脑,女
462668,12/6/2020,电脑,男
362340,1/27/2021,手机,女
371098,11/18/2020,手机,女
210972,12/20/2020,电脑,女
290247,11/21/2020,手机,男
250093,12/18/2020,电脑,女
227424,1/4/2021,电脑,女
316984,12/1/2020,电脑,女
396311,1/22/2021,手机,女
313538,10/7/2020,电脑,男
455422,12/5/2020,手机,女
424266,12/15/2020,电脑,女
454995,11/12/2020,手机,女
244734,12/6/2020,电脑,男
338121,11/7/2020,电脑,女
337248,10/3/2020,电脑,女
359899,1/15/2021,电脑,女
223666,10/9/2020,电脑,女
428269,1/10/2021,电脑,女
493302,10/22/2020,电脑,男
476348,10/22/2020,电脑,男
236589,11/28/2020,电脑,女
481011,1/19/2021,电脑,男
322372,11/24/2020,电脑,女
498221,10/22/2020,电脑,男
467297,12/19/2020,电脑,男
263657,11/22/2020,手机,女
432087,12/14/2020,电脑,女
200207,11/20/2020,手机,男
241741,1/28/2021,电脑,女
449838,11/21/2020,电脑,男
418312,10/7/2020,手机,男
404196,11/8/2020,电脑,女
450143,12/12/2020,电脑,女
267053,1/25/2021,电脑,女
450666,12/28/2020,电脑,女
460843,11/30/2020,手机,男
263319,12/11/2020,手机,男
228696,11/14/2020,手机,女
236988,12/15/2020,电脑,女
452312,10/3/2020,电脑,男
232406,1/14/2021,电脑,女
485052,1/28/2021,电脑,女
301166,11/8/2020,电脑,男
401348,10/9/2020,手机,男
473824,11/6/2020,手机,男
229984,11/27/2020,电脑,女
278454,12/26/2020,电脑,女
208981,1/14/2021,手机,男
360621,11/9/2020,电脑,女
287247,12/7/2020,电脑,女
249562,11/19/2020,电脑,女
249342,11/26/2020,手机,女
350583,12/14/2020,电脑,男
294270,10/20/2020,手机,女
443214,10/27/2020,电脑,男
336846,10/2/2020,手机,男
416394,11/15/2020,电脑,男
337053,11/10/2020,手机,女
354378,10/21/2020,电脑,男
303271,1/20/2021,电脑,女
410987,11/4/2020,电脑,女
282892,12/28/2020,手机,女
355498,12/22/2020,电脑,男
268960,11/5/2020,手机,女
294146,12/31/2020,电脑,男
361660,11/10/2020,电脑,女
395538,11/25/2020,电脑,男
225388,10/2/2020,电脑,女
365579,1/10/2021,手机,女
348679,1/11/2021,电脑,女
287857,12/19/2020,电脑,女
496718,11/24/2020,电脑,女
221840,10/29/2020,电脑,女
426310,10/12/2020,电脑,女
276862,10/24/2020,手机,女
289272,12/4/2020,手机,男
436099,12/6/2020,手机,男
347651,12/16/2020,手机,男
358505,12/29/2020,电脑,男
250414,11/24/2020,手机,男
366693,12/14/2020,电脑,男
492893,1/2/2021,电脑,女
403294,11/19/2020,手机,男
463926,1/20/2021,电脑,男
447498,1/25/2021,手机,男
266383,12/6/2020,手机,男
385284,10/22/2020,电脑,男
221150,1/19/2021,电脑,女
380730,11/24/2020,电脑,男
380348,1/18/2021,电脑,女
396246,11/28/2020,电脑,女
268105,10/19/2020,电脑,男
363657,11/20/2020,手机,女
231170,11/30/2020,电脑,女
363961,11/19/2020,电脑,男
463741,10/8/2020,电脑,女
215246,1/11/2021,手机,男
355322,11/13/2020,电脑,男
344630,11/15/2020,手机,女
439896,11/1/2020,电脑,男
359195,10/2/2020,电脑,女
260781,1/20/2021,电脑,女
222388,10/28/2020,电脑,男
252900,12/3/2020,电脑,男
479280,12/27/2020,电脑,男
436663,12/2/2020,电脑,男
232522,11/4/2020,手机,女
337060,1/18/2021,电脑,男
443680,11/23/2020,手机,女
234458,12/5/2020,电脑,男
220045,12/11/2020,手机,男
383857,12/20/2020,电脑,男
432096,1/5/2021,手机,男
395954,10/16/2020,手机,女
269299,12/11/2020,电脑,女
426118,10/7/2020,电脑,男
202105,1/28/2021,手机,男
362184,10/30/2020,电脑,女
379118,12/15/2020,电脑,女
494754,11/29/2020,手机,男
389974,11/1/2020,手机,男
380703,10/4/2020,电脑,男
395946,12/17/2020,电脑,女
319014,10/11/2020,手机,男
428376,11/30/2020,电脑,女
468197,11/25/2020,电脑,女
279360,12/29/2020,电脑,女
297887,11/24/2020,电脑,女
249314,10/12/2020,电脑,女
459217,10/9/2020,电脑,女
402677,12/15/2020,电脑,男
268079,1/27/2021,电脑,女
407225,1/17/2021,电脑,女
499906,11/21/2020,电脑,男
204145,12/2/2020,电脑,男
319070,1/17/2021,手机,男
204354,10/3/2020,电脑,女
275848,12/23/2020,手机,女
200696,11/27/2020,手机,女
274944,11/3/2020,电脑,女
291633,11/29/2020,手机,男
357010,10/9/2020,手机,男
224574,10/1/2020,手机,男
415275,12/30/2020,手机,男
302970,10/26/2020,电脑,男
401425,1/7/2021,电脑,男
458762,12/23/2020,手机,男
253893,10/16/2020,电脑,男
321901,12/4/2020,电脑,男
434910,12/14/2020,手机,女
316465,11/18/2020,电脑,男
409496,10/19/2020,电脑,女
362219,12/19/2020,手机,男
481047,11/17/2020,手机,女
303310,11/17/2020,电脑,女
446757,1/13/2021,电脑,男
235575,11/1/2020,电脑,女
254459,10/20/2020,电脑,女
498637,10/26/2020,电脑,男
400952,12/17/2020,手机,女
404122,12/7/2020,电脑,女
305504,1/13/2021,电脑,男
261015,11/25/2020,手机,女
476083,1/27/2021,电脑,女
323672,1/9/2021,电脑,女
323588,10/18/2020,电脑,男
424353,12/26/2020,手机,女
402843,1/23/2021,手机,男
356863,12/20/2020,电脑,女
414121,12/3/2020,电脑,女
460898,10/18/2020,电脑,男
322602,11/9/2020,手机,男
270710,1/15/2021,电脑,女
274302,10/2/2020,手机,女
308614,12/10/2020,电脑,男
215889,11/3/2020,手机,女
282349,11/7/2020,手机,女
450199,10/26/2020,手机,男
362009,11/20/2020,电脑,女
388968,11/13/2020,电脑,女
379158,10/21/2020,电脑,男
298845,12/2/2020,手机,女
346083,12/30/2020,电脑,男
304369,10/21/2020,手机,女
333441,11/16/2020,电脑,男
345270,11/9/2020,手机,女
288684,1/6/2021,电脑,女
446524,10/19/2020,电脑,女
458060,10/4/2020,电脑,女
369523,10/10/2020,手机,女
365716,1/12/2021,电脑,女
338669,12/16/2020,手机,女
339506,12/10/2020,电脑,男
472074,1/19/2021,电脑,男
307181,12/20/2020,电脑,男
288138,1/4/2021,电脑,女
264269,11/1/2020,电脑,女
481700,10/7/2020,电脑,男
296764,12/26/2020,电脑,女
415748,1/1/2021,手机,女
437750,11/5/2020,电脑,男
429100,12/22/2020,手机,男
326728,1/8/2021,电脑,男
271840,1/21/2021,手机,女
200496,12/21/2020,手机,男
365374,10/12/2020,电脑,男
421188,1/19/2021,电脑,女
316064,1/22/2021,电脑,女
498589,12/12/2020,电脑,男
322816,1/20/2021,电脑,男
405465,1/5/2021,电脑,男
468952,11/12/2020,电脑,女
452332,12/1/2020,电脑,女
258897,11/15/2020,手机,女
206717,10/7/2020,电脑,女
430276,11/27/2020,电脑,男
283629,11/6/2020,电脑,女
284557,12/4/2020,手机,男
294280,12/24/2020,手机,男
499725,11/26/2020,手机,女
280351,11/8/2020,手机,女
298822,10/13/2020,电脑,女
336690,1/24/2021,电脑,男
399770,12/28/2020,电脑,女
316037,12/21/2020,电脑,女
376059,12/2/2020,手机,男
226004,11/10/2020,手机,女
275851,12/24/2020,电脑,男
423926,11/19/2020,电脑,男
478008,12/28/2020,电脑,男
378251,10/14/2020,手机,女
491358,11/16/2020,电脑,男
469457,10/2/2020,电脑,女
245126,1/20/2021,手机,男
389614,1/3/2021,电脑,女
423574,12/27/2020,电脑,男
277612,11/7/2020,手机,男
431916,1/7/2021,电脑,女
354608,11/10/2020,电脑,女
379640,1/1/2021,手机,男
452038,10/24/2020,手机,女
270911,12/13/2020,手机,女
381632,12/14/2020,电脑,女
446526,10/14/2020,电脑,男
237216,1/27/2021,电脑,女
405193,12/16/2020,电脑,女
216285,12/9/2020,手机,女
237852,12/31/2020,手机,男
483563,11/25/2020,电脑,男
330845,1/8/2021,电脑,女
305645,11/8/2020,电脑,女
244397,11/12/2020,电脑,女
420754,11/5/2020,电脑,男
355842,10/27/2020,电脑,女
350047,1/24/2021,手机,男
388159,11/17/2020,手机,男
393851,11/22/2020,手机,女
448140,1/11/2021,电脑,男
339668,11/1/2020,电脑,女
257829,12/15/2020,电脑,男
301024,10/11/2020,手机,女
288695,11/15/2020,电脑,女
312316,1/3/2021,电脑,女
465506,11/25/2020,手机,女
252024,10/21/2020,电脑,男
499407,11/8/2020,手机,女
210309,1/16/2021,手机,男
438964,1/14/2021,电脑,女
443837,1/15/2021,电脑,女
314357,11/5/2020,电脑,男
298519,10/6/2020,电脑,男
299819,12/4/2020,电脑,男
200007,11/21/2020,电脑,女
458821,11/5/2020,电脑,女
344269,10/6/2020,电脑,女
365391,12/22/2020,电脑,男
348052,12/13/2020,手机,女
394113,12/3/2020,电脑,女
302494,12/4/2020,电脑,女
281764,1/19/2021,电脑,女
428306,12/12/2020,电脑,女
421865,1/9/2021,电脑,女
384404,1/10/2021,电脑,男
436376,11/6/2020,电脑,女
243998,10/24/2020,电脑,女
399020,11/6/2020,电脑,男
216829,1/25/2021,手机,男
489681,10/15/2020,手机,女
453217,12/29/2020,手机,男
384226,12/18/2020,电脑,女
318494,11/23/2020,手机,女
421429,11/17/2020,电脑,女
310101,10/20/2020,手机,女
339784,12/1/2020,电脑,男
365425,11/29/2020,手机,男
222747,11/20/2020,手机,男
225725,1/10/2021,电脑,男
353451,10/20/2020,手机,男
389254,12/5/2020,电脑,男
319516,10/12/2020,手机,男
458840,1/16/2021,手机,女
264524,11/1/2020,电脑,女
314713,1/19/2021,手机,女
377658,11/30/2020,电脑,女
345025,10/12/2020,电脑,女
412580,11/10/2020,电脑,男
316905,1/12/2021,手机,男
471698,10/24/2020,电脑,男
475381,10/16/2020,手机,男
318902,10/25/2020,电脑,男
376236,12/3/2020,电脑,女
204663,1/5/2021,手机,男
418868,12/24/2020,手机,男
254019,11/19/2020,电脑,女
470045,1/11/2021,手机,女
391824,1/16/2021,电脑,男
485227,10/26/2020,电脑,男
204996,10/31/2020,手机,女
399664,1/24/2021,电脑,男
454034,11/7/2020,手机,女
415536,10/21/2020,电脑,男
287070,12/31/2020,手机,男
321650,1/2/2021,手机,男
432235,12/20/2020,电脑,女
420039,1/26/2021,电脑,男
457944,10/21/2020,电脑,男
454851,11/9/2020,手机,女
450017,10/5/2020,手机,男
409516,12/17/2020,电脑,男
366298,1/28/2021,电脑,女
349922,12/20/2020,电脑,男
280549,1/6/2021,手机,女
283069,10/17/2020,电脑,男
247854,12/19/2020,手机,女
421083,1/10/2021,手机,男
324013,12/1/2020,手机,女
313444,10/28/2020,电脑,男
421390,11/16/2020,电脑,男
471735,11/2/2020,电脑,男
444994,1/14/2021,电脑,女
286381,1/25/2021,电脑,女
336306,11/14/2020,电脑,男
439581,1/4/2021,电脑,男
355507,1/26/2021,手机,女
388597,12/7/2020,电脑,女
256530,11/1/2020,电脑,男
489872,1/25/2021,电脑,男
220627,1/8/2021,手机,女
489611,10/31/2020,电脑,女
340200,10/11/2020,手机,男
306403,12/11/2020,电脑,女
267935,1/1/2021,电脑,男
428587,12/21/2020,电脑,女
472129,11/14/2020,电脑,男
405029,12/16/2020,电脑,女
230764,1/18/2021,手机,女
232461,1/24/2021,手机,男
427016,1/15/2021,手机,女
284756,10/25/2020,手机,女
491055,1/1/2021,电脑,女
383266,11/7/2020,手机,男
209490,12/30/2020,手机,女
447723,11/27/2020,电脑,男
477382,12/24/2020,手机,女
473069,12/21/2020,电脑,女
371045,1/22/2021,手机,男
491521,11/10/2020,电脑,男
440109,11/3/2020,手机,女
266792,1/15/2021,手机,男
383736,12/11/2020,手机,男
372004,10/10/2020,电脑,男
337691,10/30/2020,电脑,男
396421,1/23/2021,电脑,女
447023,10/15/2020,手机,女
384328,11/7/2020,手机,男
418697,12/18/2020,电脑,女
346771,12/31/2020,手机,男
428944,1/8/2021,电脑,男
204180,12/11/2020,手机,女
214301,1/22/2021,手机,男
261654,1/22/2021,手机,女
478796,11/27/2020,手机,男
247823,10/31/2020,电脑,男
363812,12/29/2020,电脑,男
204710,11/13/2020,电脑,男
386040,1/11/2021,手机,男
476392,12/1/2020,手机,女
205266,10/9/2020,电脑,女
240857,12/19/2020,手机,女
208865,1/9/2021,手机,男
343203,1/9/2021,手机,男
473914,10/17/2020,手机,男
466530,1/24/2021,电脑,女
490342,1/20/2021,电脑,女
260388,12/16/2020,手机,女
413891,12/3/2020,电脑,女
235901,10/29/2020,电脑,男
390764,1/23/2021,电脑,男
474606,10/26/2020,电脑,男
315717,12/27/2020,电脑,女
480443,10/11/2020,电脑,女
296236,10/31/2020,电脑,女
487659,12/17/2020,电脑,女
352204,11/27/2020,手机,女
356143,12/11/2020,电脑,男
464390,11/24/2020,电脑,女
397822,12/8/2020,电脑,男
431776,11/11/2020,电脑,男
314942,10/2/2020,手机,女
215623,11/17/2020,电脑,女
352636,12/8/2020,手机,女
487550,12/17/2020,电脑,女
424016,10/17/2020,手机,女
455831,11/28/2020,电脑,女
420264,10/14/2020,电脑,女
406595,1/5/2021,电脑,男
283926,12/25/2020,电脑,女
278194,12/14/2020,手机,男
285802,11/15/2020,手机,女
281779,11/15/2020,电脑,男
222757,1/24/2021,电脑,女
222614,1/25/2021,手机,男
224655,11/14/2020,电脑,男
362832,1/1/2021,电脑,男
428095,11/21/2020,电脑,男
445542,11/29/2020,电脑,女
347729,12/17/2020,电脑,男
373357,11/3/2020,电脑,女
331826,11/1/2020,手机,女
271639,12/16/2020,电脑,女
484041,10/17/2020,手机,男
438200,11/27/2020,电脑,女
342891,12/16/2020,电脑,男
293529,11/5/2020,手机,男
338171,10/26/2020,电脑,男
235301,10/17/2020,电脑,男
285233,12/16/2020,电脑,男
493603,11/5/2020,电脑,男
491336,10/15/2020,手机,女
341803,1/6/2021,手机,男
488662,1/21/2021,电脑,女
330666,11/26/2020,电脑,女
461647,10/27/2020,手机,男
414624,11/4/2020,手机,男
350918,12/26/2020,电脑,男
482890,1/25/2021,手机,男
461824,12/10/2020,手机,男
406535,12/1/2020,手机,男
375353,1/6/2021,手机,女
322228,1/21/2021,电脑,女
455774,1/3/2021,电脑,女
436234,11/22/2020,手机,女
258729,1/20/2021,电脑,男
251001,1/1/2021,电脑,女
339697,10/18/2020,手机,女
312125,12/10/2020,电脑,女
475644,1/8/2021,电脑,男
406781,12/7/2020,电脑,男
214415,12/20/2020,电脑,男
417342,12/13/2020,电脑,男
412931,12/1/2020,电脑,男
361389,12/24/2020,电脑,男
322879,10/18/2020,电脑,男
357492,10/16/2020,电脑,男
468315,11/21/2020,电脑,男
402305,10/6/2020,电脑,女
342529,10/27/2020,手机,女
326470,11/28/2020,电脑,女
204686,10/22/2020,电脑,男
477117,11/20/2020,电脑,女
497226,10/3/2020,电脑,男
441290,1/14/2021,电脑,男
400298,11/8/2020,电脑,男
444936,11/18/2020,手机,女
288545,1/25/2021,电脑,女
457736,11/11/2020,电脑,男
343318,1/23/2021,电脑,男
280981,12/20/2020,电脑,男
382639,11/2/2020,电脑,女
474654,10/24/2020,电脑,女
430129,1/24/2021,电脑,女
486000,1/28/2021,手机,男
440600,10/2/2020,电脑,男
496499,1/19/2021,电脑,女
271409,10/16/2020,手机,男
359665,1/19/2021,电脑,女
378249,1/16/2021,手机,男
412859,1/25/2021,手机,女
385778,11/9/2020,电脑,男
374532,12/5/2020,电脑,男
448523,10/26/2020,电脑,男
351714,1/5/2021,电脑,男
465184,12/28/2020,手机,女
450303,1/15/2021,电脑,女
456359,10/14/2020,手机,男
495596,12/9/2020,手机,男
383702,10/27/2020,电脑,男
332352,12/12/2020,手机,男
382013,11/5/2020,电脑,男
245909,12/17/2020,电脑,女
237574,1/20/2021,电脑,男
334829,10/19/2020,电脑,女
382138,10/23/2020,手机,男
264781,12/4/2020,手机,女
328860,12/12/2020,电脑,女
335632,10/28/2020,手机,女
405018,1/23/2021,电脑,女
366032,12/31/2020,电脑,女
297418,12/9/2020,电脑,男
204802,11/25/2020,电脑,女
408192,1/8/2021,手机,女
296594,1/17/2021,电脑,女
374016,11/21/2020,电脑,男
338593,11/27/2020,电脑,男
484717,1/23/2021,电脑,女
414072,1/20/2021,电脑,女
308840,11/17/2020,电脑,男
354551,1/9/2021,电脑,女
414775,11/20/2020,电脑,女
212065,12/14/2020,电脑,男
370038,10/24/2020,电脑,男
439761,10/5/2020,电脑,男
411202,10/27/2020,电脑,男
278373,12/25/2020,手机,女
290584,12/11/2020,电脑,女
360113,1/7/2021,电脑,女
319064,12/28/2020,手机,男
366868,10/19/2020,手机,女
443409,12/15/2020,手机,男
229410,10/25/2020,电脑,女
340912,11/11/2020,电脑,男
334302,1/8/2021,电脑,男
240062,1/7/2021,电脑,女
244018,12/12/2020,手机,女
210507,10/21/2020,手机,女
205036,12/9/2020,手机,女
208067,11/8/2020,电脑,男
409593,11/13/2020,手机,女
272714,1/9/2021,电脑,男
376846,1/16/2021,电脑,男
466037,12/6/2020,电脑,男
454871,10/25/2020,手机,女
363125,12/26/2020,手机,女
481185,1/16/2021,电脑,男
253433,12/6/2020,电脑,男
483783,10/27/2020,手机,男
475188,12/28/2020,电脑,女
234352,11/6/2020,手机,女
495956,11/12/2020,电脑,女
254463,12/1/2020,手机,男
216312,12/11/2020,电脑,男
203202,12/11/2020,电脑,女
283176,1/12/2021,电脑,女
386013,1/26/2021,电脑,女
424033,10/19/2020,电脑,女
407841,11/23/2020,电脑,男
352337,10/13/2020,电脑,男
379577,12/6/2020,电脑,女
250051,10/2/2020,电脑,女
397601,11/10/2020,手机,女
435824,12/3/2020,电脑,男
210418,1/23/2021,手机,男
273389,12/31/2020,手机,女
387122,1/19/2021,电脑,男
203259,12/1/2020,手机,女
378774,11/17/2020,电脑,男
492093,11/30/2020,电脑,女
291159,11/5/2020,电脑,女
209584,10/8/2020,电脑,女
434334,1/17/2021,电脑,女
461506,1/21/2021,电脑,女
470805,12/12/2020,电脑,女
320032,1/8/2021,电脑,女
493212,10/26/2020,手机,男
317559,1/4/2021,电脑,女
422908,11/1/2020,电脑,女
324893,1/24/2021,电脑,女
285111,10/2/2020,手机,男
312833,1/6/2021,电脑,男
476758,12/22/2020,电脑,女
369325,11/13/2020,手机,女
420641,10/13/2020,电脑,男
494855,12/21/2020,手机,男
369653,1/2/2021,电脑,男
386067,11/21/2020,电脑,男
491136,1/23/2021,电脑,男
490007,10/4/2020,电脑,女
226276,1/2/2021,手机,男
264304,11/7/2020,手机,男
467190,11/18/2020,电脑,男
209977,11/22/2020,手机,男
303838,11/16/2020,电脑,女
487023,12/28/2020,电脑,男
349628,10/9/2020,电脑,男
499110,11/24/2020,电脑,女
385770,10/21/2020,电脑,女
263164,1/14/2021,电脑,男
386041,12/20/2020,电脑,女
363399,10/6/2020,手机,男
450231,11/25/2020,电脑,女
266270,12/23/2020,手机,女
388705,10/20/2020,手机,女
319139,12/13/2020,手机,男
272805,12/25/2020,电脑,男
412166,12/6/2020,电脑,男
369858,10/4/2020,电脑,女
448171,10/14/2020,电脑,女
224940,11/8/2020,电脑,男
421256,11/5/2020,手机,男
256757,10/20/2020,手机,女
299978,11/25/2020,手机,男
332804,11/11/2020,电脑,男
290278,12/11/2020,电脑,男
470106,11/24/2020,电脑,女
352696,11/14/2020,电脑,男
410224,11/17/2020,电脑,女
409019,12/20/2020,电脑,女
335934,1/25/2021,电脑,男
247455,10/16/2020,手机,女
295763,11/28/2020,电脑,女
368927,11/9/2020,电脑,男
485753,1/2/2021,手机,女
288374,10/24/2020,电脑,男
202502,1/20/2021,电脑,女
222483,12/23/2020,手机,男
348170,11/22/2020,电脑,男
475130,10/12/2020,电脑,男
340616,12/12/2020,手机,女
377091,10/31/2020,手机,女
482040,1/16/2021,手机,女
396150,12/8/2020,电脑,女
350795,10/12/2020,手机,女
243327,11/22/2020,电脑,男
448328,10/16/2020,手机,女
433154,10/7/2020,手机,男
298516,10/15/2020,电脑,女
304488,11/27/2020,电脑,女
214441,11/8/2020,电脑,男
388198,1/3/2021,电脑,女
440446,10/13/2020,电脑,女
301894,12/10/2020,电脑,女
275440,1/4/2021,手机,男
376523,10/13/2020,电脑,男
352550,1/27/2021,电脑,男
430574,12/6/2020,电脑,女
443250,11/17/2020,手机,男
337877,10/3/2020,电脑,女
404093,1/25/2021,手机,女
456144,11/28/2020,手机,女
388436,10/31/2020,电脑,男
440056,11/9/2020,电脑,女
235974,11/6/2020,电脑,男
281724,11/30/2020,电脑,女
477329,12/14/2020,电脑,女
380772,10/13/2020,手机,女
341645,1/27/2021,手机,男
462841,12/1/2020,手机,女
347902,11/16/2020,电脑,女
419483,12/8/2020,电脑,男
268809,12/3/2020,电脑,女
495601,12/28/2020,电脑,女
278641,12/20/2020,电脑,女
417952,12/21/2020,电脑,女
336077,11/20/2020,电脑,女
392895,11/6/2020,电脑,男
238578,10/4/2020,手机,男
278468,1/20/2021,电脑,男
497190,10/30/2020,手机,女
240642,11/4/2020,手机,男
210296,1/8/2021,电脑,女
402737,11/21/2020,电脑,男
324744,1/14/2021,电脑,女
292060,10/31/2020,电脑,女
405209,12/4/2020,手机,女
270087,10/27/2020,手机,女
354939,12/18/2020,电脑,男
396679,10/9/2020,电脑,女
481175,1/28/2021,电脑,男
369989,1/12/2021,手机,女
439772,11/8/2020,电脑,女
222999,1/5/2021,电脑,女
303160,10/11/2020,手机,女
357328,12/24/2020,电脑,男
286442,12/13/2020,电脑,男
335834,12/14/2020,电脑,男
397157,10/15/2020,手机,女
331280,11/29/2020,电脑,女
270237,12/14/2020,电脑,男
327335,10/14/2020,电脑,男
272688,1/24/2021,手机,女
276198,12/24/2020,手机,男
222058,10/28/2020,电脑,女
412375,10/23/2020,电脑,男
380854,10/27/2020,手机,男
440510,12/10/2020,电脑,男
236373,1/6/2021,电脑,女
392085,10/8/2020,电脑,男
389592,12/4/2020,电脑,女
465523,1/25/2021,手机,女
422774,12/29/2020,电脑,女
200326,10/19/2020,电脑,男
429857,11/25/2020,电脑,男
308428,10/24/2020,电脑,女
234241,12/7/2020,手机,女
252815,11/4/2020,电脑,女
235229,11/10/2020,电脑,女
255148,11/2/2020,手机,女
427438,10/10/2020,电脑,男
357082,10/7/2020,电脑,男
392298,1/17/2021,手机,男
301801,11/2/2020,电脑,男
377627,1/28/2021,电脑,男
406126,11/29/2020,电脑,女
379207,1/2/2021,手机,女
288636,12/26/2020,电脑,女
306121,10/23/2020,电脑,女
486340,10/2/2020,电脑,男
393996,1/26/2021,电脑,男
234538,12/12/2020,电脑,男
214747,11/20/2020,手机,男
428298,10/3/2020,电脑,女
300579,10/30/2020,手机,女
365403,11/20/2020,电脑,女
478525,10/7/2020,手机,女
487611,1/10/2021,手机,男
358650,1/24/2021,电脑,女
352741,1/7/2021,手机,男
379427,11/28/2020,手机,男
305353,10/11/2020,电脑,男
321289,1/8/2021,电脑,女
496564,1/24/2021,手机,男
317397,1/18/2021,电脑,男
306369,11/17/2020,手机,女
402390,11/8/2020,电脑,男
466504,10/24/2020,手机,男
477213,10/4/2020,电脑,男
462710,11/23/2020,电脑,女
487000,12/28/2020,电脑,女
476792,1/16/2021,电脑,男
302322,12/5/2020,电脑,女
449334,11/24/2020,手机,女
302505,10/1/2020,手机,男
443903,11/25/2020,电脑,女
230819,12/26/2020,电脑,男
232056,1/6/2021,电脑,女
402013,11/27/2020,电脑,女
301780,11/7/2020,电脑,男
425486,1/18/2021,电脑,男
274276,1/9/2021,手机,女
287529,11/16/2020,电脑,女
300674,11/10/2020,电脑,女
432066,10/13/2020,电脑,女
231359,11/7/2020,电脑,男
385884,1/18/2021,电脑,女
303957,10/22/2020,手机,男
266551,12/16/2020,手机,男
206018,1/25/2021,电脑,女
440613,11/1/2020,手机,女
293765,1/21/2021,手机,女
