用户码,性别,累计消费次数,价值组别,页面版本,是否购买,retention_7
1408,女,384,高,旧页面,是,TRUE
1409,女,41,高,旧页面,是,FALSE
1410,男,0,高,新页面,否,FALSE
1411,女,32,高,旧页面,是,FALSE
1412,女,21,高,新页面,是,FALSE
1413,男,4,高,新页面,否,FALSE
1414,女,12,高,新页面,是,FALSE
1415,男,2,高,新页面,否,FALSE
1416,女,9,高,新页面,是,FALSE
1417,男,8,高,旧页面,否,TRUE
1418,男,16,高,旧页面,否,FALSE
1419,女,253,高,旧页面,是,TRUE
1420,女,9,高,旧页面,是,FALSE
1421,女,35,高,旧页面,是,TRUE
1422,男,2,高,旧页面,否,FALSE
1423,男,13,高,新页面,否,FALSE
1424,男,0,高,旧页面,否,FALSE
1425,男,14,高,旧页面,否,FALSE
1426,女,32,高,新页面,是,FALSE
1427,女,93,高,新页面,是,TRUE
1428,男,4,高,新页面,否,FALSE
1429,女,109,高,新页面,是,TRUE
1430,男,53,高,旧页面,否,TRUE
1431,女,79,高,新页面,是,FALSE
1432,男,0,高,旧页面,否,FALSE
1433,男,12,高,新页面,否,FALSE
1434,女,331,高,新页面,是,TRUE
1435,男,9,高,旧页面,否,FALSE
1436,女,12,高,旧页面,是,FALSE
1437,女,114,高,新页面,是,FALSE
1438,男,2,高,旧页面,否,FALSE
1439,女,30,高,新页面,是,FALSE
1440,男,1,高,新页面,否,FALSE
1441,女,144,高,旧页面,是,FALSE
1442,男,0,高,新页面,否,FALSE
1443,女,64,高,旧页面,是,FALSE
1444,女,59,高,新页面,是,FALSE
1445,女,6,高,旧页面,是,FALSE
1446,男,1,高,新页面,否,FALSE
1447,男,10,高,新页面,否,FALSE
1448,男,15,高,新页面,否,FALSE
1449,男,1,高,新页面,否,FALSE
1450,男,15,高,新页面,否,FALSE
1451,女,409,高,旧页面,是,TRUE
1452,女,45,高,旧页面,是,FALSE
1453,男,19,高,新页面,否,FALSE
1454,女,8,高,新页面,是,FALSE
1455,男,6,高,旧页面,否,FALSE
1456,男,56,高,新页面,否,FALSE
1457,女,28,高,新页面,是,FALSE
1458,男,6,高,旧页面,否,FALSE
1459,男,4,高,旧页面,否,FALSE
1460,男,0,高,新页面,否,FALSE
1461,男,75,高,旧页面,否,TRUE
1462,女,22,高,新页面,是,TRUE
1463,男,3,高,旧页面,否,FALSE
1464,男,5,高,新页面,否,FALSE
1465,男,6,高,新页面,否,FALSE
1466,男,14,高,新页面,否,FALSE
1467,女,83,高,新页面,是,FALSE
1468,男,5,高,旧页面,否,TRUE
1469,女,32,高,旧页面,是,TRUE
1470,男,31,高,新页面,否,FALSE
1471,男,1,高,新页面,否,FALSE
1472,男,1,高,新页面,否,FALSE
1473,男,343,高,旧页面,否,TRUE
1474,男,3,高,旧页面,否,FALSE
1475,女,37,高,新页面,是,FALSE
1476,男,0,高,旧页面,否,FALSE
1477,男,10,高,新页面,否,FALSE
1478,女,62,高,旧页面,是,TRUE
1479,男,8,高,旧页面,否,FALSE
1480,男,18,高,新页面,否,FALSE
1481,男,16,高,新页面,否,FALSE
1482,女,21,低,旧页面,是,FALSE
1483,女,75,低,旧页面,是,FALSE
1484,男,168,低,旧页面,否,TRUE
1485,男,5,低,新页面,是,FALSE
1486,男,6,低,新页面,是,FALSE
1487,男,2,低,旧页面,否,FALSE
1488,女,327,低,旧页面,是,FALSE
1489,女,39,低,旧页面,是,FALSE
1490,男,3,低,新页面,是,FALSE
1491,女,4,低,旧页面,是,FALSE
1492,男,14,低,旧页面,否,FALSE
1493,女,133,低,新页面,是,TRUE
1494,男,3,低,新页面,是,FALSE
1495,女,379,低,旧页面,是,TRUE
1496,女,43,低,旧页面,是,FALSE
1497,男,15,低,新页面,是,FALSE
1498,女,68,低,旧页面,是,FALSE
1499,女,337,低,新页面,是,TRUE
1500,男,5,低,新页面,是,FALSE
1501,男,3,低,旧页面,否,FALSE
1502,男,0,低,新页面,是,FALSE
1503,男,13,低,新页面,是,FALSE
1504,女,9,低,旧页面,是,FALSE
1505,女,94,低,新页面,是,FALSE
1506,女,470,低,旧页面,是,TRUE
1507,男,7,低,新页面,是,FALSE
1508,女,105,低,旧页面,是,TRUE
1509,男,62,低,新页面,是,TRUE
1510,男,4,低,旧页面,否,FALSE
1511,男,12,低,新页面,是,FALSE
1512,女,15,低,旧页面,是,FALSE
1513,女,44,低,新页面,是,FALSE
1514,女,6,低,新页面,是,FALSE
1515,女,73,低,旧页面,是,TRUE
1516,女,32,低,旧页面,是,FALSE
1517,女,69,低,新页面,是,TRUE
1518,女,27,低,新页面,是,FALSE
1519,男,51,低,新页面,是,FALSE
1520,女,378,低,新页面,是,TRUE
1521,男,14,低,旧页面,否,FALSE
1522,女,288,低,新页面,是,TRUE
1523,男,44,低,旧页面,否,FALSE
1524,男,22,低,旧页面,否,FALSE
1525,男,1,低,新页面,是,FALSE
1526,男,37,低,新页面,是,FALSE
1527,男,18,低,新页面,是,FALSE
1528,女,81,低,新页面,是,TRUE
1529,女,33,低,旧页面,是,TRUE
1530,男,0,低,旧页面,否,FALSE
1531,女,128,低,旧页面,是,FALSE
1532,男,6,低,新页面,是,FALSE
1533,男,6,低,旧页面,否,FALSE
1534,男,3,低,新页面,是,FALSE
1535,男,0,低,旧页面,否,FALSE
1536,女,7,低,旧页面,是,FALSE
1537,女,20,低,旧页面,是,FALSE
1538,女,13,低,新页面,是,FALSE
1539,男,64,低,旧页面,否,FALSE
1540,女,435,低,新页面,是,TRUE
1541,男,21,低,旧页面,否,FALSE
1542,女,138,低,新页面,是,FALSE
1543,女,229,低,新页面,是,TRUE
1544,男,3,低,新页面,是,FALSE
1545,男,7,低,旧页面,否,FALSE
1546,女,8,低,旧页面,是,FALSE
1547,男,6,低,旧页面,否,FALSE
1548,男,19,低,旧页面,否,FALSE
1549,女,8,低,旧页面,是,FALSE
1550,女,19,低,旧页面,是,FALSE
1551,男,11,低,新页面,是,TRUE
1552,男,7,低,旧页面,否,FALSE
1553,女,23,低,旧页面,是,FALSE
1554,女,10,低,新页面,是,FALSE
1555,男,1,低,新页面,是,FALSE
1556,女,65,低,旧页面,是,TRUE
1557,男,8,低,新页面,否,FALSE
1558,女,36,低,新页面,是,FALSE
1559,男,9,低,新页面,否,FALSE
1560,男,5,低,旧页面,否,FALSE
1561,女,84,低,新页面,是,FALSE
1562,女,13,低,新页面,是,FALSE
1563,男,1,低,旧页面,否,FALSE
1564,女,47,低,旧页面,是,FALSE
1565,女,75,低,新页面,是,FALSE
1566,女,62,低,旧页面,是,FALSE
1567,男,8,低,旧页面,否,FALSE
1568,男,34,低,新页面,否,FALSE
1569,男,1,低,旧页面,否,FALSE
1570,女,210,低,旧页面,是,TRUE
1571,男,9,低,旧页面,否,FALSE
1572,女,31,低,新页面,是,FALSE
1573,男,9,低,新页面,否,FALSE
1574,女,27,低,新页面,是,FALSE
1575,女,14,低,新页面,是,FALSE
1576,男,5,低,新页面,否,FALSE
1577,女,402,低,旧页面,是,TRUE
1578,女,19,低,新页面,是,FALSE
1579,女,174,低,旧页面,是,TRUE
1580,男,14,低,旧页面,否,FALSE
1581,女,388,低,旧页面,是,TRUE
1582,女,114,低,新页面,是,TRUE
1583,男,9,低,新页面,否,FALSE
1584,女,51,低,新页面,是,FALSE
1585,男,9,低,新页面,否,FALSE
1586,女,255,低,旧页面,是,TRUE
1587,男,14,低,新页面,否,FALSE
1588,男,15,低,新页面,否,FALSE
1589,女,80,低,新页面,是,TRUE
1590,男,36,低,旧页面,否,FALSE
1591,男,4,低,新页面,否,FALSE
1592,男,0,低,新页面,否,FALSE
1593,男,1,低,新页面,否,FALSE
1594,男,1,低,旧页面,否,FALSE
1595,男,1,低,旧页面,否,FALSE
1596,男,5,低,新页面,否,FALSE
1597,男,15,低,旧页面,否,FALSE
1598,男,0,低,新页面,否,FALSE
1599,女,320,低,旧页面,是,TRUE
1600,女,10,低,新页面,是,FALSE
1601,女,20,低,旧页面,是,FALSE
1602,男,2,低,新页面,否,FALSE
1603,男,11,低,旧页面,否,TRUE
1604,女,9,低,新页面,是,FALSE
1605,男,17,低,旧页面,否,FALSE
1606,女,46,低,旧页面,是,TRUE
1607,男,1,低,旧页面,否,FALSE
1608,男,1,低,新页面,否,FALSE
1609,男,52,低,旧页面,否,FALSE
1610,女,23,低,旧页面,是,FALSE
1611,男,5,低,旧页面,否,FALSE
1612,男,5,低,旧页面,否,FALSE
1613,男,14,低,新页面,否,FALSE
1614,女,28,低,新页面,是,FALSE
1615,男,2,低,旧页面,否,FALSE
1616,男,13,低,旧页面,否,FALSE
1617,女,256,低,新页面,是,TRUE
1618,男,5,低,新页面,否,FALSE
1619,女,17,低,旧页面,是,FALSE
1620,女,143,低,旧页面,是,TRUE
1621,女,12,低,新页面,是,FALSE
1622,男,0,低,新页面,否,FALSE
1623,男,17,低,新页面,否,FALSE
1624,男,52,低,旧页面,否,FALSE
1625,女,292,低,新页面,是,TRUE
1626,男,26,低,新页面,否,FALSE
1627,女,1,低,旧页面,是,FALSE
1628,男,1,低,新页面,否,FALSE
1629,女,41,低,旧页面,是,FALSE
1630,男,18,低,旧页面,否,FALSE
1631,女,32,低,新页面,是,FALSE
1632,女,48,低,旧页面,是,FALSE
1633,男,1,低,旧页面,否,FALSE
1634,男,0,低,新页面,否,FALSE
1635,男,18,低,旧页面,否,TRUE
1636,男,2,低,旧页面,否,FALSE
1637,男,1,低,新页面,否,FALSE
1638,女,43,低,新页面,是,FALSE
1639,女,33,低,新页面,是,FALSE
1640,男,5,低,旧页面,否,FALSE
1641,男,1,低,旧页面,否,FALSE
1642,女,69,低,旧页面,是,FALSE
1643,男,8,低,新页面,否,FALSE
1644,女,15,低,新页面,是,FALSE
1645,男,83,低,新页面,否,FALSE
1646,男,3,低,新页面,否,FALSE
1647,男,2,低,旧页面,否,FALSE
1648,男,8,低,旧页面,否,FALSE
1649,男,5,低,旧页面,否,FALSE
1650,女,3,低,新页面,是,FALSE
1651,男,22,低,新页面,否,FALSE
1652,男,30,低,新页面,否,FALSE
1653,男,4,低,旧页面,否,FALSE
1654,男,84,低,旧页面,否,FALSE
1655,女,27,低,旧页面,是,FALSE
1656,男,163,低,旧页面,否,FALSE
1657,女,2,低,新页面,是,FALSE
1658,女,61,低,新页面,是,FALSE
1659,女,35,低,旧页面,是,FALSE
1660,男,7,低,旧页面,否,FALSE
1661,女,129,低,旧页面,是,FALSE
1662,男,5,低,新页面,否,FALSE
1663,女,16,低,旧页面,是,FALSE
1664,女,13,低,新页面,是,FALSE
1665,男,9,低,新页面,否,FALSE
1666,女,104,低,新页面,是,FALSE
1667,男,1,低,旧页面,否,FALSE
1668,女,36,低,旧页面,是,FALSE
1669,女,11,低,旧页面,是,FALSE
1670,女,63,低,新页面,是,FALSE
1671,男,4,低,新页面,否,FALSE
1672,男,19,低,新页面,否,FALSE
1673,女,294,低,新页面,是,TRUE
1674,女,2,低,旧页面,是,FALSE
1675,女,7,低,旧页面,是,FALSE
1676,女,38,低,旧页面,是,FALSE
1677,男,12,低,旧页面,否,FALSE
1678,男,5,低,新页面,否,FALSE
1679,女,64,低,新页面,是,TRUE
1680,男,7,低,新页面,否,FALSE
1681,男,62,低,新页面,否,TRUE
1682,男,6,低,旧页面,否,TRUE
1683,男,12,低,新页面,否,FALSE
1684,男,1,低,旧页面,否,FALSE
1685,女,155,低,旧页面,是,TRUE
1686,男,1,低,新页面,否,FALSE
1687,男,64,低,新页面,否,FALSE
1688,女,56,低,旧页面,是,FALSE
1689,男,462,低,新页面,否,TRUE
1690,男,4,低,旧页面,否,FALSE
1691,女,12,低,旧页面,是,FALSE
1692,男,4,低,旧页面,否,FALSE
1693,女,57,低,旧页面,是,FALSE
1694,女,41,低,旧页面,是,TRUE
1695,女,181,低,新页面,是,TRUE
1696,女,65,低,新页面,是,FALSE
1697,男,4,低,新页面,否,FALSE
1698,男,15,低,新页面,否,FALSE
1699,男,11,低,旧页面,否,FALSE
1700,男,28,低,新页面,否,TRUE
1701,男,11,低,新页面,否,FALSE
1702,女,89,低,旧页面,是,TRUE
1703,女,34,低,旧页面,是,FALSE
1704,男,10,低,旧页面,否,FALSE
1705,女,24,低,旧页面,是,FALSE
1706,女,20,低,新页面,是,FALSE
1707,男,1,低,旧页面,否,FALSE
1708,女,2,低,旧页面,是,FALSE
1709,女,6,低,新页面,是,FALSE
1710,女,22,低,新页面,是,FALSE
1711,女,37,低,旧页面,是,FALSE
1712,女,28,低,旧页面,是,FALSE
1713,男,1,低,旧页面,否,FALSE
1714,女,153,低,旧页面,是,FALSE
1715,女,33,低,旧页面,是,FALSE
1716,女,6,低,新页面,是,FALSE
1717,男,2,低,新页面,否,FALSE
1718,男,17,低,新页面,否,FALSE
1719,女,89,低,旧页面,是,TRUE
1720,女,9,低,旧页面,是,FALSE
1721,男,18,低,旧页面,否,FALSE
1722,女,30,低,旧页面,是,FALSE
1723,男,41,低,新页面,否,FALSE
1724,女,53,低,旧页面,是,TRUE
1725,女,133,低,新页面,是,TRUE
1726,女,217,低,旧页面,是,TRUE
1727,男,8,低,新页面,否,FALSE
1728,女,6,低,新页面,是,FALSE
1729,男,5,低,新页面,否,FALSE
1730,男,6,低,新页面,否,FALSE
1731,男,19,低,新页面,否,FALSE
1732,男,9,低,旧页面,否,FALSE
1733,男,13,低,旧页面,否,FALSE
1734,女,6,低,旧页面,是,FALSE
1735,女,39,低,新页面,是,FALSE
1736,男,7,低,旧页面,否,FALSE
1737,男,1,低,新页面,否,FALSE
1738,女,299,低,旧页面,是,TRUE
1739,女,99,低,新页面,是,FALSE
1740,男,6,低,旧页面,否,FALSE
1741,男,5,低,新页面,否,FALSE
1742,男,2,低,新页面,否,FALSE
1743,女,17,低,新页面,是,FALSE
1744,女,1,低,旧页面,是,FALSE
1745,男,59,低,旧页面,否,TRUE
1746,男,13,低,新页面,否,FALSE
1747,女,39,低,新页面,是,FALSE
1748,男,13,低,旧页面,否,FALSE
1749,女,41,低,新页面,是,TRUE
1750,男,7,低,旧页面,否,FALSE
1751,女,35,低,旧页面,是,FALSE
1752,女,14,低,新页面,是,FALSE
1753,男,17,低,新页面,否,FALSE
1754,女,4,低,旧页面,是,FALSE
1755,男,0,低,旧页面,否,FALSE
1756,女,196,低,新页面,是,FALSE
1757,女,284,低,旧页面,是,TRUE
1758,男,15,低,旧页面,否,FALSE
1759,女,59,低,新页面,是,TRUE
1760,女,18,低,旧页面,是,FALSE
1761,女,21,低,旧页面,是,FALSE
1762,男,2,低,新页面,否,FALSE
1763,女,88,低,新页面,是,TRUE
1764,女,393,低,新页面,是,TRUE
1765,女,159,低,新页面,是,FALSE
1766,女,40,低,旧页面,是,TRUE
1767,女,15,低,新页面,是,FALSE
1768,男,25,低,新页面,否,FALSE
1769,男,1,低,新页面,否,FALSE
1770,男,2,低,新页面,否,FALSE
1771,女,35,低,新页面,是,FALSE
1772,女,32,低,旧页面,是,FALSE
1773,男,25,低,新页面,否,FALSE
1774,女,37,低,旧页面,是,FALSE
1775,女,20,低,新页面,是,FALSE
1776,男,9,低,旧页面,否,FALSE
1777,女,34,低,旧页面,是,TRUE
1778,男,1,低,新页面,否,FALSE
1779,男,2,低,新页面,否,FALSE
1780,男,7,低,旧页面,否,FALSE
1781,男,65,低,新页面,否,FALSE
1782,男,29,低,旧页面,否,TRUE
1783,女,26,低,旧页面,是,FALSE
1784,男,6,低,新页面,否,FALSE
1785,男,17,低,新页面,否,FALSE
1786,男,1,低,旧页面,否,FALSE
1787,男,1,低,旧页面,否,FALSE
1788,男,24,低,新页面,否,FALSE
1789,女,0,低,旧页面,是,FALSE
1790,男,0,低,旧页面,否,FALSE
1791,男,2,低,新页面,否,FALSE
1792,女,40,低,新页面,是,TRUE
1793,女,61,低,新页面,是,FALSE
1794,女,123,低,新页面,是,FALSE
1795,男,3,低,旧页面,否,FALSE
1796,男,19,低,旧页面,否,FALSE
1797,女,85,低,旧页面,是,FALSE
1798,女,23,低,新页面,是,FALSE
1799,男,1,低,旧页面,否,FALSE
1800,女,18,低,新页面,是,FALSE
1801,男,1,低,新页面,否,FALSE
1802,女,33,低,新页面,是,FALSE
1803,男,4,低,新页面,否,FALSE
1804,男,24,低,新页面,否,FALSE
1805,女,91,低,新页面,是,FALSE
1806,女,17,低,新页面,是,FALSE
1807,男,2,低,新页面,否,FALSE
1808,女,36,低,旧页面,是,FALSE
1809,男,4,低,新页面,否,FALSE
1810,男,1,低,旧页面,否,FALSE
1811,男,24,低,新页面,否,FALSE
1812,男,67,低,新页面,否,TRUE
1813,男,7,低,旧页面,否,FALSE
1814,女,16,低,新页面,是,FALSE
1815,男,2,低,新页面,否,FALSE
1816,男,10,低,旧页面,否,FALSE
1817,女,459,低,新页面,是,TRUE
1818,女,261,低,新页面,是,TRUE
1819,男,5,低,旧页面,否,FALSE
1820,男,71,低,旧页面,否,FALSE
1821,女,109,低,新页面,是,TRUE
1822,女,35,低,新页面,是,FALSE
1823,女,49,低,旧页面,是,FALSE
1824,女,169,低,旧页面,是,TRUE
1825,女,45,低,旧页面,是,FALSE
1826,女,29,低,旧页面,是,FALSE
1827,男,5,低,新页面,否,FALSE
1828,女,11,低,旧页面,是,FALSE
1829,女,208,低,新页面,是,TRUE
1830,男,15,低,新页面,否,FALSE
1831,男,12,低,旧页面,否,FALSE
1832,男,17,低,旧页面,否,FALSE
1833,女,23,低,旧页面,是,FALSE
1834,女,35,低,旧页面,是,FALSE
1835,女,8,低,新页面,是,FALSE
1836,男,1,低,新页面,否,FALSE
1837,女,70,低,旧页面,是,FALSE
1838,男,13,低,旧页面,否,FALSE
1839,男,6,低,新页面,否,FALSE
1840,男,4,低,新页面,否,FALSE
1841,女,121,低,旧页面,是,FALSE
1842,女,10,低,新页面,是,FALSE
1843,男,9,低,旧页面,否,FALSE
1844,男,7,低,新页面,否,FALSE
1845,男,3,低,旧页面,否,FALSE
1846,男,2,低,新页面,否,FALSE
1847,女,131,低,旧页面,是,TRUE
1848,女,226,低,旧页面,是,TRUE
1849,女,38,低,新页面,是,FALSE
1850,女,29,低,旧页面,是,FALSE
1851,男,16,低,新页面,否,FALSE
1852,女,10,低,新页面,是,FALSE
1853,女,11,低,新页面,是,FALSE
1854,女,26,低,新页面,是,FALSE
1855,男,47,低,旧页面,否,FALSE
1856,男,0,低,旧页面,否,FALSE
1857,男,0,低,旧页面,否,FALSE
1858,男,1,低,新页面,否,FALSE
1859,女,179,低,新页面,是,TRUE
1860,男,61,低,旧页面,否,TRUE
1861,女,13,低,旧页面,是,FALSE
1862,男,6,低,旧页面,否,FALSE
1863,男,6,低,新页面,否,FALSE
1864,女,6,低,旧页面,是,TRUE
1865,女,19,低,新页面,是,FALSE
1866,男,1,低,新页面,否,FALSE
1867,男,3,低,旧页面,否,FALSE
1868,女,6,低,新页面,是,FALSE
1869,男,12,低,新页面,否,FALSE
1870,男,4,低,新页面,否,TRUE
1871,男,1,低,旧页面,否,FALSE
1872,男,0,低,旧页面,否,FALSE
1873,男,2,低,新页面,否,FALSE
1874,男,4,低,新页面,否,FALSE
1875,男,16,低,旧页面,否,FALSE
1876,女,99,低,旧页面,是,TRUE
1877,女,58,低,旧页面,是,TRUE
1878,男,1,低,旧页面,否,FALSE
1879,男,1,低,新页面,否,FALSE
1880,女,275,低,新页面,是,TRUE
1881,男,14,低,新页面,否,FALSE
1882,女,83,低,新页面,是,FALSE
1883,男,3,低,旧页面,否,FALSE
1884,男,5,低,旧页面,否,FALSE
1885,男,38,低,旧页面,否,TRUE
1886,女,141,低,新页面,是,TRUE
1887,男,1,低,新页面,否,FALSE
1888,女,152,低,新页面,是,TRUE
1889,男,4,低,旧页面,否,FALSE
1890,男,12,低,旧页面,否,FALSE
1891,男,32,低,旧页面,否,FALSE
1892,男,13,低,旧页面,否,FALSE
1893,男,41,低,旧页面,否,FALSE
1894,男,21,低,旧页面,否,FALSE
1895,女,5,低,新页面,是,FALSE
1896,男,36,低,新页面,否,FALSE
1897,女,131,低,新页面,是,TRUE
1898,女,67,低,新页面,是,FALSE
1899,女,19,低,旧页面,是,FALSE
1900,男,5,低,旧页面,否,FALSE
1901,女,30,低,新页面,是,FALSE
1902,男,60,低,新页面,否,TRUE
1903,男,0,低,新页面,否,FALSE
1904,男,7,低,旧页面,否,FALSE
1905,男,4,低,新页面,否,FALSE
1906,男,1,低,旧页面,否,FALSE
1907,女,7,低,新页面,是,FALSE
1908,男,33,低,旧页面,否,FALSE
1909,男,2,低,旧页面,否,FALSE
1910,女,5,低,新页面,是,FALSE
1911,男,30,低,新页面,否,FALSE
1912,女,19,低,新页面,是,FALSE
1913,女,314,低,旧页面,是,TRUE
1914,男,4,低,新页面,否,FALSE
1915,男,3,低,新页面,否,FALSE
1916,男,5,低,旧页面,否,FALSE
1917,男,8,低,新页面,否,FALSE
1918,男,5,低,新页面,否,FALSE
1919,女,32,低,旧页面,是,FALSE
1920,男,7,低,新页面,否,FALSE
1921,女,71,低,新页面,是,FALSE
1922,女,5,低,旧页面,是,FALSE
1923,男,0,低,旧页面,否,FALSE
1924,男,59,低,旧页面,否,FALSE
1925,男,22,低,旧页面,否,FALSE
1926,女,101,低,旧页面,是,FALSE
1927,男,14,低,旧页面,否,FALSE
1928,男,6,低,新页面,否,FALSE
1929,男,0,低,旧页面,否,FALSE
1930,男,9,低,旧页面,否,FALSE
1931,女,77,低,新页面,是,FALSE
1932,男,15,低,新页面,否,FALSE
1933,男,9,低,旧页面,否,FALSE
1934,女,34,低,旧页面,是,FALSE
1935,女,60,低,旧页面,是,FALSE
1936,女,195,低,新页面,是,FALSE
1937,女,10,低,旧页面,是,FALSE
1938,女,469,低,新页面,是,TRUE
1939,女,55,低,旧页面,是,FALSE
1940,女,75,低,旧页面,是,FALSE
1941,男,18,低,旧页面,否,FALSE
1942,男,6,低,新页面,否,FALSE
1943,男,75,低,新页面,否,FALSE
1944,男,7,低,新页面,否,FALSE
1945,女,17,低,新页面,是,FALSE
1946,男,2,低,新页面,否,FALSE
1947,女,6,低,旧页面,是,FALSE
1948,女,383,低,新页面,是,TRUE
1949,男,2,低,旧页面,否,TRUE
1950,男,1,低,旧页面,否,FALSE
1951,女,99,低,新页面,是,TRUE
1952,男,9,低,新页面,否,FALSE
1953,女,228,低,旧页面,是,TRUE
1954,女,196,低,旧页面,是,TRUE
1955,男,57,低,新页面,否,TRUE
1956,女,165,低,新页面,是,TRUE
1957,男,1,低,旧页面,否,FALSE
1958,男,24,低,旧页面,否,FALSE
1959,男,4,低,旧页面,否,FALSE
1960,女,7,低,新页面,是,FALSE
1961,女,114,低,新页面,是,FALSE
1962,男,39,低,新页面,否,FALSE
1963,男,1,低,新页面,否,FALSE
1964,男,4,低,新页面,否,FALSE
1965,女,15,低,旧页面,是,FALSE
1966,女,14,低,旧页面,是,FALSE
1967,女,43,低,新页面,是,TRUE
1968,男,33,低,旧页面,否,FALSE
1969,女,183,低,旧页面,是,FALSE
1970,男,2,低,新页面,否,FALSE
1971,女,57,低,新页面,是,FALSE
1972,男,2,低,新页面,否,FALSE
1973,女,34,低,新页面,是,TRUE
1974,男,1,低,新页面,否,FALSE
1975,男,3,低,旧页面,否,FALSE
1976,男,20,低,新页面,否,FALSE
1977,男,5,低,新页面,否,FALSE
1978,女,18,低,新页面,是,FALSE
1979,男,5,低,旧页面,否,FALSE
1980,女,21,低,新页面,是,FALSE
1981,男,9,低,新页面,否,FALSE
1982,男,4,低,新页面,否,FALSE
1983,女,324,低,旧页面,是,TRUE
1984,女,44,低,新页面,是,FALSE
1985,女,102,低,新页面,是,TRUE
1986,男,14,低,旧页面,否,FALSE
1987,男,4,低,旧页面,否,FALSE
1988,女,42,低,旧页面,是,FALSE
1989,男,1,低,新页面,否,FALSE
1990,男,15,低,新页面,否,FALSE
1991,男,3,低,新页面,否,FALSE
1992,女,101,低,新页面,是,TRUE
1993,女,20,低,旧页面,是,FALSE
1994,男,24,低,新页面,否,FALSE
1995,女,19,低,新页面,是,TRUE
1996,男,19,低,旧页面,否,FALSE
1997,男,4,低,新页面,否,FALSE
1998,女,10,低,旧页面,是,FALSE
1999,女,12,低,新页面,是,FALSE
2000,男,11,低,新页面,否,FALSE
2001,女,194,低,旧页面,是,TRUE
2002,男,2,低,旧页面,否,FALSE
2003,女,178,低,旧页面,是,FALSE
2004,男,2,低,新页面,否,FALSE
2005,女,30,低,旧页面,是,FALSE
2006,女,16,低,旧页面,是,FALSE
2007,男,38,低,旧页面,否,FALSE
2008,男,2,低,旧页面,否,FALSE
2009,男,7,低,新页面,否,FALSE
2010,男,10,低,旧页面,否,FALSE
2011,男,7,低,旧页面,否,FALSE
2012,女,299,低,新页面,是,TRUE
2013,男,3,低,旧页面,否,FALSE
2014,女,11,低,新页面,是,FALSE
2015,男,5,低,新页面,否,FALSE
2016,男,15,低,旧页面,否,FALSE
2017,男,5,低,旧页面,否,FALSE
2018,女,74,低,新页面,是,TRUE
2019,男,3,低,新页面,否,FALSE
2020,男,3,低,新页面,否,FALSE
2021,男,27,低,旧页面,否,FALSE
2022,女,181,低,旧页面,是,TRUE
2023,男,3,低,新页面,否,TRUE
2024,男,9,低,新页面,否,FALSE
2025,女,12,低,旧页面,是,FALSE
2026,男,11,低,新页面,否,FALSE
2027,男,78,低,新页面,否,TRUE
2028,男,1,低,新页面,否,FALSE
2029,男,35,低,旧页面,否,FALSE
2030,男,1,低,新页面,否,FALSE
2031,男,3,低,旧页面,否,FALSE
2032,男,0,低,旧页面,否,FALSE
2033,男,60,低,新页面,否,TRUE
2034,女,60,低,旧页面,是,FALSE
2035,男,4,低,旧页面,否,FALSE
2036,女,18,低,旧页面,是,FALSE
2037,男,10,低,新页面,否,FALSE
2038,男,23,低,新页面,否,FALSE
2039,女,90,低,新页面,是,FALSE
2040,男,5,低,新页面,否,FALSE
2041,女,29,低,旧页面,是,FALSE
2042,女,23,低,新页面,是,FALSE
2043,男,5,低,新页面,否,FALSE
2044,男,8,低,新页面,否,FALSE
2045,男,2,低,旧页面,否,FALSE
2046,女,6,低,新页面,是,FALSE
2047,女,116,低,旧页面,是,FALSE
2048,女,154,低,新页面,是,FALSE
2049,男,6,低,旧页面,否,FALSE
2050,女,1,低,新页面,是,FALSE
2051,女,6,低,旧页面,是,FALSE
2052,女,286,低,旧页面,是,FALSE
2053,女,17,低,新页面,是,FALSE
2054,男,22,低,新页面,否,FALSE
2055,男,9,低,旧页面,否,FALSE
2056,男,0,低,新页面,否,FALSE
2057,男,15,低,旧页面,否,FALSE
2058,男,10,低,旧页面,否,FALSE
2059,男,10,低,旧页面,否,FALSE
2060,女,28,低,旧页面,是,FALSE
2061,女,28,低,新页面,是,FALSE
2062,男,15,低,新页面,否,FALSE
2063,女,1,低,新页面,是,FALSE
2064,男,4,低,旧页面,否,FALSE
2065,男,1,低,旧页面,否,FALSE
2066,女,17,低,新页面,是,FALSE
2067,男,6,低,旧页面,否,FALSE
2068,女,14,低,旧页面,是,FALSE
2069,男,1,低,旧页面,否,FALSE
2070,男,4,低,新页面,否,FALSE
2071,女,3,低,新页面,是,FALSE
2072,男,10,低,旧页面,否,FALSE
2073,男,37,低,旧页面,否,FALSE
2074,女,29,低,新页面,是,TRUE
2075,女,32,低,旧页面,是,FALSE
2076,男,8,低,旧页面,否,FALSE
2077,女,164,低,新页面,是,TRUE
2078,女,245,低,新页面,是,FALSE
2079,女,195,低,旧页面,是,FALSE
2080,女,33,低,旧页面,是,FALSE
2081,女,162,低,新页面,是,TRUE
2082,女,26,低,新页面,是,FALSE
2083,女,17,低,旧页面,是,FALSE
2084,女,7,低,新页面,是,FALSE
2085,女,39,低,新页面,是,FALSE
2086,男,24,低,旧页面,否,FALSE
2087,女,8,低,新页面,是,FALSE
2088,男,4,低,旧页面,否,FALSE
